PanProtein	has_length	translates_from_PanGene	member_of_PanProteinCluster
PAN3083	276	pan_3083	PANCL281
PAN1961	384	pan_1961	PANCL6368
PAN9545	169	pan_9545	PANCL9618
PAN4231	280	pan_4231	PANCL1383
PAN10941	320	pan_10941	PANCL10057
PAN10214	159	pan_10214	PANCL10031
PAN8682	351	pan_8682	PANCL12746
PAN634	275	pan_634	PANCL1383
PAN6491	564	pan_6491	PANCL6491
PAN3140	396	pan_3140	PANCL3140
PAN13815	300	pan_13815	PANCL10345
PAN12523	206	pan_12523	PANCL12886
PAN13420	261	pan_13420	PANCL3374
PAN3710	287	pan_3710	PANCL1266
PAN3791	275	pan_3791	PANCL1383
PAN4629	287	pan_4629	PANCL1266
PAN6325	147	pan_6325	PANCL6319
PAN11622	159	pan_11622	PANCL11622
PAN11793	147	pan_11793	PANCL11793
PAN2311	398	pan_2311	PANCL13812
PAN8478	145	pan_8478	PANCL9984
PAN1513	247	pan_1513	PANCL519
PAN6927	258	pan_6927	PANCL6927
PAN54	267	pan_54	PANCL8432
PAN1361	255	pan_1361	PANCL873
PAN2132	353	pan_2132	PANCL2132
PAN953	262	pan_953	PANCL211
PAN8888	389	pan_8888	PANCL8002
PAN12532	640	pan_12532	PANCL8755
PAN13344	165	pan_13344	PANCL7975
PAN13790	165	pan_13790	PANCL7449
PAN13352	352	pan_13352	PANCL12746
PAN13724	301	pan_13724	PANCL11647
PAN6126	191	pan_6126	PANCL2100
PAN1201	382	pan_1201	PANCL8002
PAN7215	263	pan_7215	PANCL5280
PAN1064	158	pan_1064	PANCL7127
PAN8657	1068	pan_8657	PANCL5270
PAN14007	164	pan_14007	PANCL11720
PAN11061	164	pan_11061	PANCL9618
PAN9538	355	pan_9538	PANCL10457
PAN11662	248	pan_11662	PANCL11691
PAN9988	209	pan_9988	PANCL12886
PAN1094	291	pan_1094	PANCL1418
PAN13956	416	pan_13956	PANCL8002
PAN11956	382	pan_11956	PANCL8002
PAN6463	207	pan_6463	PANCL5844
PAN8516	208	pan_8516	PANCL11641
PAN4399	398	pan_4399	PANCL13812
PAN8117	259	pan_8117	PANCL8117
PAN12538	642	pan_12538	PANCL2911
PAN12566	173	pan_12566	PANCL8
PAN5862	252	pan_5862	PANCL5862
PAN5991	302	pan_5991	PANCL5991
PAN5744	1051	pan_5744	PANCL5783
PAN10028	168	pan_10028	PANCL8206
PAN10805	230	pan_10805	PANCL10805
PAN11742	302	pan_11742	PANCL4078
PAN3438	398	pan_3438	PANCL13812
PAN8097	329	pan_8097	PANCL8966
PAN13538	396	pan_13538	PANCL7352
PAN1323	284	pan_1323	PANCL1053
PAN7282	298	pan_7282	PANCL2553
PAN9663	165	pan_9663	PANCL9618
PAN170	287	pan_170	PANCL1266
PAN1420	291	pan_1420	PANCL1418
PAN6451	284	pan_6451	PANCL2049
PAN9197	180	pan_9197	PANCL8932
PAN6082	542	pan_6082	PANCL817
PAN12706	302	pan_12706	PANCL3693
PAN5335	111	pan_5335	PANCL3617
PAN3116	268	pan_3116	PANCL10748
PAN6535	250	pan_6535	PANCL385
PAN2406	541	pan_2406	PANCL817
PAN10352	292	pan_10352	PANCL1266
PAN11907	190	pan_11907	PANCL1266
PAN8873	640	pan_8873	PANCL8755
PAN8650	402	pan_8650	PANCL8650
PAN2350	382	pan_2350	PANCL8002
PAN6699	147	pan_6699	PANCL1063
PAN9069	181	pan_9069	PANCL9005
PAN6575	183	pan_6575	PANCL5339
PAN7640	389	pan_7640	PANCL8002
PAN6394	264	pan_6394	PANCL8
PAN1517	273	pan_1517	PANCL166
PAN8895	208	pan_8895	PANCL9601
PAN11693	294	pan_11693	PANCL2354
PAN3364	292	pan_3364	PANCL144
PAN6590	243	pan_6590	PANCL6590
PAN12966	311	pan_12966	PANCL10236
PAN832	297	pan_832	PANCL5365
PAN6291	138	pan_6291	PANCL6291
PAN9494	275	pan_9494	PANCL7722
PAN9428	302	pan_9428	PANCL9428
PAN3723	274	pan_3723	PANCL1383
PAN5298	147	pan_5298	PANCL5141
PAN7405	169	pan_7405	PANCL7405
PAN12763	353	pan_12763	PANCL12755
PAN2191	376	pan_2191	PANCL13812
PAN6787	263	pan_6787	PANCL8
PAN13265	162	pan_13265	PANCL9618
PAN13865	166	pan_13865	PANCL8013
PAN185	287	pan_185	PANCL1266
PAN12941	640	pan_12941	PANCL8755
PAN12854	272	pan_12854	PANCL12854
PAN13578	163	pan_13578	PANCL7449
PAN2717	640	pan_2717	PANCL8755
PAN8074	170	pan_8074	PANCL9079
PAN12707	93	pan_12707	PANCL12707
PAN11379	398	pan_11379	PANCL13812
PAN7477	276	pan_7477	PANCL7477
PAN12095	177	pan_12095	PANCL12095
PAN3631	275	pan_3631	PANCL1383
PAN7461	389	pan_7461	PANCL8002
PAN11790	330	pan_11790	PANCL11790
PAN6713	195	pan_6713	PANCL6713
PAN4435	231	pan_4435	PANCL5428
PAN4988	156	pan_4988	PANCL4988
PAN4015	178	pan_4015	PANCL11841
PAN5516	125	pan_5516	PANCL5516
PAN13672	317	pan_13672	PANCL13672
PAN4933	147	pan_4933	PANCL1063
PAN8362	117	pan_8362	PANCL11495
PAN5648	185	pan_5648	PANCL8
PAN6745	401	pan_6745	PANCL1673
PAN281	276	pan_281	PANCL281
PAN1713	542	pan_1713	PANCL817
PAN9668	372	pan_9668	PANCL12746
PAN1039	287	pan_1039	PANCL1266
PAN9939	301	pan_9939	PANCL7537
PAN4382	275	pan_4382	PANCL1383
PAN9941	198	pan_9941	PANCL9941
PAN1978	292	pan_1978	PANCL5365
PAN2789	384	pan_2789	PANCL6368
PAN13633	163	pan_13633	PANCL9618
PAN13686	289	pan_13686	PANCL7564
PAN135	275	pan_135	PANCL1383
PAN790	380	pan_790	PANCL8002
PAN5139	1051	pan_5139	PANCL5783
PAN8057	358	pan_8057	PANCL8057
PAN1996	247	pan_1996	PANCL519
PAN2283	247	pan_2283	PANCL519
PAN9666	345	pan_9666	PANCL12746
PAN2920	297	pan_2920	PANCL5365
PAN839	187	pan_839	PANCL243
PAN3593	250	pan_3593	PANCL363
PAN4389	278	pan_4389	PANCL1383
PAN13904	88	pan_13904	PANCL13904
PAN10758	55	pan_10758	PANCL8607
PAN4115	280	pan_4115	PANCL4236
PAN12637	247	pan_12637	PANCL519
PAN10954	208	pan_10954	PANCL11641
PAN12746	377	pan_12746	PANCL12746
PAN10365	642	pan_10365	PANCL2911
PAN5239	368	pan_5239	PANCL5239
PAN8495	468	pan_8495	PANCL4311
PAN12865	389	pan_12865	PANCL8002
PAN3104	294	pan_3104	PANCL6752
PAN2304	287	pan_2304	PANCL1266
PAN1198	287	pan_1198	PANCL1266
PAN13103	220	pan_13103	PANCL13103
PAN2317	166	pan_2317	PANCL390
PAN341	275	pan_341	PANCL1383
PAN599	292	pan_599	PANCL5365
PAN11295	314	pan_11295	PANCL11295
PAN11222	251	pan_11222	PANCL475
PAN10578	298	pan_10578	PANCL5365
PAN8926	427	pan_8926	PANCL10126
PAN4747	275	pan_4747	PANCL1383
PAN9581	412	pan_9581	PANCL9581
PAN9160	446	pan_9160	PANCL12214
PAN3164	399	pan_3164	PANCL1673
PAN5276	465	pan_5276	PANCL5276
PAN2813	264	pan_2813	PANCL8
PAN10550	294	pan_10550	PANCL6752
PAN10552	275	pan_10552	PANCL1383
PAN8625	163	pan_8625	PANCL6897
PAN2017	276	pan_2017	PANCL1383
PAN4696	79	pan_4696	PANCL5900
PAN1640	319	pan_1640	PANCL13450
PAN5169	111	pan_5169	PANCL5169
PAN702	391	pan_702	PANCL13812
PAN10195	354	pan_10195	PANCL12755
PAN9546	160	pan_9546	PANCL7409
PAN9482	274	pan_9482	PANCL9482
PAN2883	239	pan_2883	PANCL2883
PAN13700	301	pan_13700	PANCL7537
PAN12060	164	pan_12060	PANCL11260
PAN13853	219	pan_13853	PANCL9401
PAN6256	634	pan_6256	PANCL6256
PAN10175	297	pan_10175	PANCL12746
PAN6343	384	pan_6343	PANCL8650
PAN4242	287	pan_4242	PANCL1266
PAN3408	273	pan_3408	PANCL4236
PAN6875	383	pan_6875	PANCL6875
PAN10450	165	pan_10450	PANCL10513
PAN4761	398	pan_4761	PANCL13812
PAN10084	389	pan_10084	PANCL8002
PAN4167	246	pan_4167	PANCL8637
PAN7396	164	pan_7396	PANCL9618
PAN2235	287	pan_2235	PANCL1266
PAN12528	207	pan_12528	PANCL12886
PAN6323	269	pan_6323	PANCL6317
PAN3039	271	pan_3039	PANCL10748
PAN9783	640	pan_9783	PANCL8755
PAN280	542	pan_280	PANCL5757
PAN397	382	pan_397	PANCL8002
PAN6034	388	pan_6034	PANCL6034
PAN1047	382	pan_1047	PANCL8002
PAN2458	514	pan_2458	PANCL2458
PAN2224	541	pan_2224	PANCL817
PAN10183	349	pan_10183	PANCL9559
PAN6656	106	pan_6656	PANCL12013
PAN7313	264	pan_7313	PANCL8
PAN11011	165	pan_11011	PANCL9709
PAN5157	289	pan_5157	PANCL11230
PAN4262	266	pan_4262	PANCL211
PAN13320	179	pan_13320	PANCL13320
PAN731	309	pan_731	PANCL198
PAN1263	287	pan_1263	PANCL1266
PAN8213	164	pan_8213	PANCL10099
PAN6631	206	pan_6631	PANCL6631
PAN11111	303	pan_11111	PANCL5365
PAN9367	292	pan_9367	PANCL144
PAN1207	549	pan_1207	PANCL56
PAN5264	153	pan_5264	PANCL6117
PAN4146	215	pan_4146	PANCL2748
PAN8896	287	pan_8896	PANCL1266
PAN633	401	pan_633	PANCL1673
PAN9986	146	pan_9986	PANCL9984
PAN5296	211	pan_5296	PANCL13412
PAN5755	147	pan_5755	PANCL1063
PAN8867	337	pan_8867	PANCL12746
PAN711	292	pan_711	PANCL5365
PAN9909	406	pan_9909	PANCL5882
PAN11471	541	pan_11471	PANCL817
PAN13068	1051	pan_13068	PANCL5783
PAN6187	111	pan_6187	PANCL6187
PAN2455	247	pan_2455	PANCL519
PAN4130	217	pan_4130	PANCL2883
PAN469	247	pan_469	PANCL519
PAN6317	269	pan_6317	PANCL6317
PAN6892	256	pan_6892	PANCL6596
PAN358	291	pan_358	PANCL180
PAN6031	280	pan_6031	PANCL1383
PAN5067	645	pan_5067	PANCL5067
PAN1915	247	pan_1915	PANCL5862
PAN4928	521	pan_4928	PANCL4928
PAN2487	266	pan_2487	PANCL211
PAN7959	177	pan_7959	PANCL11949
PAN12142	192	pan_12142	PANCL10323
PAN10827	343	pan_10827	PANCL10827
PAN11841	227	pan_11841	PANCL11841
PAN6273	515	pan_6273	PANCL2624
PAN8687	164	pan_8687	PANCL9618
PAN13838	389	pan_13838	PANCL8002
PAN4189	384	pan_4189	PANCL13812
PAN6465	272	pan_6465	PANCL4236
PAN5901	185	pan_5901	PANCL8
PAN10245	389	pan_10245	PANCL8002
PAN13492	302	pan_13492	PANCL4078
PAN6604	287	pan_6604	PANCL1266
PAN11016	389	pan_11016	PANCL8002
PAN5741	188	pan_5741	PANCL524
PAN4723	203	pan_4723	PANCL1458
PAN5514	204	pan_5514	PANCL8
PAN8115	42	pan_8115	PANCL7752
PAN1883	274	pan_1883	PANCL1383
PAN8775	222	pan_8775	PANCL7857
PAN1927	382	pan_1927	PANCL8002
PAN1611	275	pan_1611	PANCL1383
PAN2282	294	pan_2282	PANCL6752
PAN6835	816	pan_6835	PANCL6835
PAN2444	292	pan_2444	PANCL144
PAN7674	159	pan_7674	PANCL7674
PAN495	287	pan_495	PANCL1266
PAN408	292	pan_408	PANCL5365
PAN11365	294	pan_11365	PANCL6752
PAN4082	539	pan_4082	PANCL4082
PAN1833	283	pan_1833	PANCL1565
PAN1807	294	pan_1807	PANCL6752
PAN5835	640	pan_5835	PANCL8755
PAN8279	274	pan_8279	PANCL1383
PAN13728	290	pan_13728	PANCL13672
PAN4514	398	pan_4514	PANCL13812
PAN580	548	pan_580	PANCL580
PAN6337	421	pan_6337	PANCL6337
PAN6783	338	pan_6783	PANCL4455
PAN6951	465	pan_6951	PANCL6951
PAN2795	324	pan_2795	PANCL4455
PAN7496	218	pan_7496	PANCL6361
PAN13038	303	pan_13038	PANCL5365
PAN4607	190	pan_4607	PANCL243
PAN7023	209	pan_7023	PANCL4956
PAN3803	293	pan_3803	PANCL1418
PAN12412	275	pan_12412	PANCL1383
PAN8352	185	pan_8352	PANCL3630
PAN10620	640	pan_10620	PANCL8755
PAN12031	144	pan_12031	PANCL12031
PAN13053	313	pan_13053	PANCL6155
PAN12302	469	pan_12302	PANCL817
PAN12655	713	pan_12655	PANCL4379
PAN5911	216	pan_5911	PANCL2748
PAN10662	1037	pan_10662	PANCL13047
PAN9854	354	pan_9854	PANCL12755
PAN10623	287	pan_10623	PANCL1266
PAN134	275	pan_134	PANCL1383
PAN12391	265	pan_12391	PANCL3481
PAN19	272	pan_19	PANCL4236
PAN12171	274	pan_12171	PANCL8238
PAN9392	389	pan_9392	PANCL8002
PAN3880	288	pan_3880	PANCL3089
PAN4037	385	pan_4037	PANCL6368
PAN6477	468	pan_6477	PANCL6477
PAN4502	398	pan_4502	PANCL13812
PAN9212	185	pan_9212	PANCL7748
PAN9334	173	pan_9334	PANCL8
PAN3352	398	pan_3352	PANCL13812
PAN12026	130	pan_12026	PANCL12026
PAN12776	431	pan_12776	PANCL12776
PAN7375	164	pan_7375	PANCL8781
PAN2566	276	pan_2566	PANCL11647
PAN10132	164	pan_10132	PANCL9618
PAN9488	394	pan_9488	PANCL9488
PAN3449	398	pan_3449	PANCL13812
PAN1318	287	pan_1318	PANCL1266
PAN879	287	pan_879	PANCL1266
PAN9754	389	pan_9754	PANCL8002
PAN2987	398	pan_2987	PANCL13812
PAN353	286	pan_353	PANCL2152
PAN10379	174	pan_10379	PANCL10379
PAN6742	397	pan_6742	PANCL3630
PAN3511	382	pan_3511	PANCL8002
PAN9548	352	pan_9548	PANCL12746
PAN3455	252	pan_3455	PANCL337
PAN10070	379	pan_10070	PANCL13801
PAN4273	345	pan_4273	PANCL6167
PAN5899	1060	pan_5899	PANCL5783
PAN4104	265	pan_4104	PANCL1402
PAN922	109	pan_922	PANCL922
PAN12312	379	pan_12312	PANCL13812
PAN950	276	pan_950	PANCL1383
PAN13664	164	pan_13664	PANCL10513
PAN297	253	pan_297	PANCL297
PAN7205	291	pan_7205	PANCL625
PAN7080	204	pan_7080	PANCL7080
PAN4289	398	pan_4289	PANCL13812
PAN7358	345	pan_7358	PANCL12746
PAN8140	186	pan_8140	PANCL8140
PAN6125	499	pan_6125	PANCL12291
PAN761	246	pan_761	PANCL8637
PAN7258	287	pan_7258	PANCL1266
PAN8825	164	pan_8825	PANCL9618
PAN4516	512	pan_4516	PANCL5224
PAN8379	223	pan_8379	PANCL1681
PAN5839	320	pan_5839	PANCL5839
PAN33	246	pan_33	PANCL519
PAN10188	174	pan_10188	PANCL9559
PAN5805	411	pan_5805	PANCL8621
PAN12127	170	pan_12127	PANCL9079
PAN1188	292	pan_1188	PANCL5365
PAN5289	477	pan_5289	PANCL5289
PAN14063	169	pan_14063	PANCL12116
PAN13732	340	pan_13732	PANCL12746
PAN1979	272	pan_1979	PANCL1574
PAN12826	349	pan_12826	PANCL9559
PAN2148	292	pan_2148	PANCL5365
PAN11238	100	pan_11238	PANCL11238
PAN2272	267	pan_2272	PANCL12643
PAN5271	663	pan_5271	PANCL5271
PAN7090	379	pan_7090	PANCL13801
PAN9411	227	pan_9411	PANCL2748
PAN6197	202	pan_6197	PANCL8
PAN541	542	pan_541	PANCL817
PAN2269	293	pan_2269	PANCL1418
PAN5460	147	pan_5460	PANCL276
PAN2615	384	pan_2615	PANCL6368
PAN8180	408	pan_8180	PANCL8180
PAN8602	1051	pan_8602	PANCL5759
PAN516	140	pan_516	PANCL651
PAN11775	460	pan_11775	PANCL11775
PAN3314	287	pan_3314	PANCL1266
PAN4220	398	pan_4220	PANCL13812
PAN1389	287	pan_1389	PANCL1266
PAN3051	295	pan_3051	PANCL1418
PAN6616	156	pan_6616	PANCL6616
PAN12550	452	pan_12550	PANCL5253
PAN9278	89	pan_9278	PANCL11997
PAN5712	220	pan_5712	PANCL1072
PAN12936	347	pan_12936	PANCL12840
PAN11203	274	pan_11203	PANCL1383
PAN11873	233	pan_11873	PANCL8485
PAN10166	322	pan_10166	PANCL7378
PAN4217	292	pan_4217	PANCL5365
PAN8255	398	pan_8255	PANCL13812
PAN13481	301	pan_13481	PANCL7537
PAN11910	300	pan_11910	PANCL1506
PAN8424	246	pan_8424	PANCL8637
PAN222	287	pan_222	PANCL1266
PAN11357	398	pan_11357	PANCL13812
PAN791	382	pan_791	PANCL8002
PAN6141	368	pan_6141	PANCL3380
PAN10310	397	pan_10310	PANCL13812
PAN12014	504	pan_12014	PANCL12014
PAN3165	300	pan_3165	PANCL9323
PAN7460	275	pan_7460	PANCL7460
PAN13699	297	pan_13699	PANCL7537
PAN9712	162	pan_9712	PANCL8747
PAN11071	165	pan_11071	PANCL7975
PAN13052	122	pan_13052	PANCL5474
PAN1369	294	pan_1369	PANCL6752
PAN12744	163	pan_12744	PANCL8781
PAN705	268	pan_705	PANCL309
PAN2760	389	pan_2760	PANCL6368
PAN12876	175	pan_12876	PANCL9005
PAN4685	398	pan_4685	PANCL13812
PAN10924	378	pan_10924	PANCL10392
PAN7223	382	pan_7223	PANCL8002
PAN2254	303	pan_2254	PANCL1813
PAN8513	290	pan_8513	PANCL13672
PAN6731	263	pan_6731	PANCL8
PAN10217	163	pan_10217	PANCL10907
PAN644	287	pan_644	PANCL1266
PAN3907	398	pan_3907	PANCL13812
PAN604	382	pan_604	PANCL8002
PAN12579	1038	pan_12579	PANCL5759
PAN357	382	pan_357	PANCL8002
PAN1896	391	pan_1896	PANCL287
PAN13382	327	pan_13382	PANCL12776
PAN2446	164	pan_2446	PANCL6344
PAN7950	163	pan_7950	PANCL8013
PAN13378	164	pan_13378	PANCL12824
PAN4845	250	pan_4845	PANCL363
PAN11720	191	pan_11720	PANCL11720
PAN10463	322	pan_10463	PANCL7378
PAN7018	193	pan_7018	PANCL7018
PAN1779	382	pan_1779	PANCL8002
PAN8604	657	pan_8604	PANCL7271
PAN2225	260	pan_2225	PANCL854
PAN3261	398	pan_3261	PANCL13812
PAN6077	343	pan_6077	PANCL4133
PAN13194	274	pan_13194	PANCL1383
PAN3430	389	pan_3430	PANCL6368
PAN6662	368	pan_6662	PANCL5239
PAN7832	66	pan_7832	PANCL13154
PAN5414	271	pan_5414	PANCL10748
PAN8238	300	pan_8238	PANCL8238
PAN2685	275	pan_2685	PANCL1383
PAN12633	398	pan_12633	PANCL13812
PAN5486	138	pan_5486	PANCL8117
PAN2811	245	pan_2811	PANCL6947
PAN538	301	pan_538	PANCL13410
PAN6119	1051	pan_6119	PANCL5783
PAN9040	272	pan_9040	PANCL8189
PAN11652	389	pan_11652	PANCL8002
PAN9592	163	pan_9592	PANCL9618
PAN10444	168	pan_10444	PANCL9618
PAN7353	165	pan_7353	PANCL7353
PAN7175	291	pan_7175	PANCL625
PAN10955	344	pan_10955	PANCL12746
PAN13404	313	pan_13404	PANCL13672
PAN11489	384	pan_11489	PANCL6368
PAN3223	398	pan_3223	PANCL13812
PAN11851	281	pan_11851	PANCL10359
PAN2165	267	pan_2165	PANCL8432
PAN9176	265	pan_9176	PANCL3481
PAN6219	430	pan_6219	PANCL5103
PAN1427	219	pan_1427	PANCL165
PAN6969	308	pan_6969	PANCL6316
PAN10000	411	pan_10000	PANCL10000
PAN5132	1038	pan_5132	PANCL5759
PAN9618	179	pan_9618	PANCL9618
PAN9852	350	pan_9852	PANCL12746
PAN5768	357	pan_5768	PANCL5768
PAN7507	417	pan_7507	PANCL5237
PAN4623	382	pan_4623	PANCL8002
PAN12830	168	pan_12830	PANCL9696
PAN9823	165	pan_9823	PANCL10513
PAN1879	277	pan_1879	PANCL1383
PAN9580	416	pan_9580	PANCL8002
PAN10575	398	pan_10575	PANCL13812
PAN13701	114	pan_13701	PANCL8755
PAN7830	460	pan_7830	PANCL7830
PAN1806	211	pan_1806	PANCL13412
PAN4298	155	pan_4298	PANCL4108
PAN9532	301	pan_9532	PANCL7401
PAN7539	167	pan_7539	PANCL8755
PAN14012	341	pan_14012	PANCL14012
PAN273	287	pan_273	PANCL1266
PAN9387	262	pan_9387	PANCL9763
PAN12944	163	pan_12944	PANCL9618
PAN7616	289	pan_7616	PANCL7555
PAN7426	287	pan_7426	PANCL1266
PAN11598	77	pan_11598	PANCL8002
PAN10720	297	pan_10720	PANCL7537
PAN3336	300	pan_3336	PANCL9323
PAN6633	459	pan_6633	PANCL6633
PAN6667	413	pan_6667	PANCL6667
PAN8629	477	pan_8629	PANCL8629
PAN10033	178	pan_10033	PANCL8188
PAN3082	267	pan_3082	PANCL11647
PAN675	292	pan_675	PANCL5365
PAN3691	384	pan_3691	PANCL6368
PAN5237	417	pan_5237	PANCL5237
PAN2608	398	pan_2608	PANCL13812
PAN11020	307	pan_11020	PANCL8210
PAN3357	398	pan_3357	PANCL13812
PAN3552	398	pan_3552	PANCL13812
PAN6217	118	pan_6217	PANCL6217
PAN6885	173	pan_6885	PANCL6174
PAN10937	325	pan_10937	PANCL8221
PAN13997	260	pan_13997	PANCL13997
PAN9511	165	pan_9511	PANCL7449
PAN12368	122	pan_12368	PANCL7537
PAN10153	679	pan_10153	PANCL8755
PAN12619	287	pan_12619	PANCL1266
PAN5446	319	pan_5446	PANCL6752
PAN2643	203	pan_2643	PANCL1458
PAN13364	297	pan_13364	PANCL7537
PAN2510	380	pan_2510	PANCL8002
PAN9510	160	pan_9510	PANCL7980
PAN3015	275	pan_3015	PANCL1383
PAN4555	382	pan_4555	PANCL8002
PAN1023	261	pan_1023	PANCL1681
PAN12647	382	pan_12647	PANCL8002
PAN2710	398	pan_2710	PANCL13812
PAN8568	98	pan_8568	PANCL8568
PAN1474	382	pan_1474	PANCL8002
PAN6750	384	pan_6750	PANCL6368
PAN1181	287	pan_1181	PANCL1266
PAN8740	640	pan_8740	PANCL8755
PAN5413	392	pan_5413	PANCL89
PAN11462	382	pan_11462	PANCL8002
PAN8215	170	pan_8215	PANCL10885
PAN1654	267	pan_1654	PANCL8432
PAN4781	267	pan_4781	PANCL12643
PAN9136	385	pan_9136	PANCL8002
PAN8128	50	pan_8128	PANCL8128
PAN7815	124	pan_7815	PANCL7815
PAN10673	204	pan_10673	PANCL7537
PAN7271	707	pan_7271	PANCL7271
PAN4815	266	pan_4815	PANCL9105
PAN1495	266	pan_1495	PANCL211
PAN13579	209	pan_13579	PANCL8543
PAN5797	291	pan_5797	PANCL625
PAN3717	398	pan_3717	PANCL13812
PAN3087	384	pan_3087	PANCL6368
PAN9320	313	pan_9320	PANCL13672
PAN11023	297	pan_11023	PANCL7537
PAN10036	300	pan_10036	PANCL13822
PAN9087	398	pan_9087	PANCL13812
PAN6416	382	pan_6416	PANCL8002
PAN127	275	pan_127	PANCL1383
PAN975	296	pan_975	PANCL211
PAN7664	400	pan_7664	PANCL10227
PAN4045	398	pan_4045	PANCL13812
PAN3848	275	pan_3848	PANCL11647
PAN3427	382	pan_3427	PANCL8002
PAN13787	297	pan_13787	PANCL9381
PAN11287	112	pan_11287	PANCL11287
PAN4481	272	pan_4481	PANCL1574
PAN8009	161	pan_8009	PANCL8903
PAN9942	255	pan_9942	PANCL13556
PAN5638	264	pan_5638	PANCL8
PAN8073	318	pan_8073	PANCL10057
PAN2990	398	pan_2990	PANCL13812
PAN1487	270	pan_1487	PANCL557
PAN1824	640	pan_1824	PANCL8755
PAN9291	46	pan_9291	PANCL6560
PAN1337	244	pan_1337	PANCL102
PAN1464	274	pan_1464	PANCL1383
PAN1050	287	pan_1050	PANCL1266
PAN8689	163	pan_8689	PANCL12824
PAN5256	263	pan_5256	PANCL5280
PAN2054	493	pan_2054	PANCL1865
PAN7334	189	pan_7334	PANCL7334
PAN4645	275	pan_4645	PANCL1383
PAN11015	171	pan_11015	PANCL7409
PAN959	245	pan_959	PANCL6947
PAN7789	206	pan_7789	PANCL7789
PAN677	299	pan_677	PANCL77
PAN1958	384	pan_1958	PANCL6368
PAN2731	280	pan_2731	PANCL4236
PAN3762	398	pan_3762	PANCL13812
PAN9082	171	pan_9082	PANCL9082
PAN1847	406	pan_1847	PANCL3630
PAN11752	163	pan_11752	PANCL7449
PAN417	215	pan_417	PANCL2748
PAN13820	294	pan_13820	PANCL13820
PAN5091	151	pan_5091	PANCL5091
PAN5688	264	pan_5688	PANCL8
PAN4553	398	pan_4553	PANCL13812
PAN7145	255	pan_7145	PANCL7145
PAN2136	275	pan_2136	PANCL1383
PAN12409	384	pan_12409	PANCL6368
PAN11269	273	pan_11269	PANCL13858
PAN10459	173	pan_10459	PANCL7409
PAN3561	398	pan_3561	PANCL13812
PAN8529	209	pan_8529	PANCL9601
PAN444	215	pan_444	PANCL2748
PAN13806	297	pan_13806	PANCL7537
PAN9105	290	pan_9105	PANCL9105
PAN6643	236	pan_6643	PANCL4961
PAN7824	167	pan_7824	PANCL7449
PAN1788	292	pan_1788	PANCL144
PAN1515	382	pan_1515	PANCL8002
PAN10376	170	pan_10376	PANCL9079
PAN13778	389	pan_13778	PANCL6368
PAN2784	398	pan_2784	PANCL13812
PAN8139	161	pan_8139	PANCL8139
PAN728	296	pan_728	PANCL5365
PAN844	291	pan_844	PANCL1418
PAN4349	258	pan_4349	PANCL2948
PAN4257	398	pan_4257	PANCL13812
PAN289	294	pan_289	PANCL1892
PAN1375	284	pan_1375	PANCL1053
PAN367	291	pan_367	PANCL1418
PAN781	267	pan_781	PANCL8432
PAN5509	342	pan_5509	PANCL5509
PAN11466	383	pan_11466	PANCL13812
PAN272	79	pan_272	PANCL5900
PAN7732	217	pan_7732	PANCL11995
PAN2008	380	pan_2008	PANCL8002
PAN2686	274	pan_2686	PANCL1383
PAN539	276	pan_539	PANCL1383
PAN13967	298	pan_13967	PANCL13967
PAN14040	374	pan_14040	PANCL14040
PAN11885	210	pan_11885	PANCL13412
PAN2139	275	pan_2139	PANCL1383
PAN4400	275	pan_4400	PANCL1383
PAN202	300	pan_202	PANCL9323
PAN3767	215	pan_3767	PANCL2748
PAN11246	389	pan_11246	PANCL8002
PAN12849	164	pan_12849	PANCL12824
PAN7348	165	pan_7348	PANCL8781
PAN6855	93	pan_6855	PANCL9147
PAN3052	275	pan_3052	PANCL1383
PAN12238	235	pan_12238	PANCL10617
PAN10121	174	pan_10121	PANCL11949
PAN6276	451	pan_6276	PANCL2198
PAN13775	272	pan_13775	PANCL13775
PAN2034	344	pan_2034	PANCL4133
PAN1726	249	pan_1726	PANCL363
PAN14071	166	pan_14071	PANCL10106
PAN10803	371	pan_10803	PANCL10803
PAN4648	275	pan_4648	PANCL1383
PAN2192	382	pan_2192	PANCL8002
PAN324	158	pan_324	PANCL6117
PAN8031	385	pan_8031	PANCL13812
PAN3034	384	pan_3034	PANCL6368
PAN3030	384	pan_3030	PANCL6368
PAN824	287	pan_824	PANCL1266
PAN517	292	pan_517	PANCL5365
PAN10614	211	pan_10614	PANCL8636
PAN796	166	pan_796	PANCL390
PAN6729	405	pan_6729	PANCL13090
PAN12783	174	pan_12783	PANCL9618
PAN9513	177	pan_9513	PANCL7449
PAN8911	170	pan_8911	PANCL9079
PAN6277	303	pan_6277	PANCL2152
PAN5401	454	pan_5401	PANCL5401
PAN896	287	pan_896	PANCL1266
PAN2849	640	pan_2849	PANCL8755
PAN8932	180	pan_8932	PANCL8932
PAN3055	219	pan_3055	PANCL165
PAN4733	287	pan_4733	PANCL1266
PAN5483	254	pan_5483	PANCL2247
PAN12549	608	pan_12549	PANCL12267
PAN2204	217	pan_2204	PANCL856
PAN2728	215	pan_2728	PANCL2748
PAN8080	165	pan_8080	PANCL10851
PAN4616	323	pan_4616	PANCL4455
PAN7603	160	pan_7603	PANCL10099
